label,text
airline_code,what airlines fly from toronto to san diego with a stopover in denver
flight_id,all flights to baltimore after 6pm
flight_id,show me the flights that go from san diego to newark by way of houston
flight_id,is there a nonstop flight from denver to san francisco
flight_id,what flights takeoff and land at general mitchell international
flight_id,okay does twa have a flight from dallas to san francisco
transport_type,show me ground transportation information for san francisco
flight_id,show flights from dallas to san francisco
ground_fare,please list the prices for a rental car in pittsburgh
flight_id,flights between milwaukee and orlando one way
fare_id,give me the lowest fare from atlanta to denver on may seventh please
departure_time,show me times for coach flights between boston and baltimore on wednesday
fare_id,how much does the american airlines flight 71 from dallas to san francisco cost
flight_id,show me the flights before 8am on august second from boston to denver on delta
flight_id,what is the earliest flight from boston to denver
flight_id,boston to denver monday
flight_id,all flights from boston to washington
flight_id,what flights leave from newark to los angeles in the afternoon
flight_id,what are flights between boston and pittsburgh on august tenth
flight_id,what economy flights are available from dallas to baltimore on december seventeenth
flight_id,please find me a flight between boston and philadelphia that arrives in philadelphia close to 5pm
flight_id,i need a flight from san diego california to indianapolis indiana leaving in the afternoon on tuesday
flight_id,what flights are available from pittsburgh to baltimore on july twenty fifth 1991
fare_id,show me the cheapest one way fare from baltimore to dallas
airline_code,could you tell me what the abbreviation us stands for
flight_id,list all flights from atlanta to baltimore thursday morning
flight_id,morning flight from dallas to atlanta
flight_id,show me flights from all airports to love field
flight_id,list the northwest airlines flights that leave denver before noon
flight_id,can you please show me the flights from pittsburgh to boston on wednesday of next week that arrive before noon
flight_id,what flights depart from pittsburgh and arrive in oakland california
flight_id,i need information on flights leaving dallas arriving in boston leaving dallas early in the morning
flight_id,what is the cheapest one way flight from atlanta to boston
flight_id,i need a flight from dallas to san francisco
flight_id,list flights between boston and san francisco that serve breakfast
meal_code,what does ls stand for
flight_id,show me flights from atlanta to washington
airport_code,houston airports
flight_id,can you list all flights leaving from st. louis and arriving in milwaukee
transport_type,what limousine service in toronto
flight_id,all flights from boston to washington dc on the tenth of november
flight_id,show me flights from boston to washington leaving july fifteen
flight_id,list the flights from san francisco to philadelphia on american airlines
airport_location,where is mco
airline_code,please show me airlines with flights from boston to denver
flight_id,which flights go from pittsburgh to atlanta in the evening
flight_id,list all the flights from atlanta to charlotte north carolina that leave next monday
flight_id,i need a listing of flights from st. petersburg florida to tacoma washington leaving tomorrow and i would like to have a stopover in milwaukee please
fare_id,show me the lowest fare for a round trip flight from baltimore to dallas
flight_id,please list all the arriving and departing flights from general mitchell international
aircraft_code,what type of plane is an m80
flight_id,do you have an early morning direct flight from philadelphia to pittsburgh
